phase1_solution_length,phase2_solution_length,solution_length,phase1_move_count,phase2_move_count,move_count,phase1_solve_time,phase2_solve_time,solve_time
9,14,23,7885,213738,221623,0.000616,0.008159,0.008775
9,14,23,3842,1311969,1315811,0.000317,0.043819,0.044136
8,14,22,1136,1904046,1905182,0.000094,0.064861,0.064955
9,15,24,5202,761543,766745,0.000444,0.028070,0.028514
9,12,21,8319,68096,76415,0.000680,0.002619,0.003299
9,14,23,2260,170438,172698,0.000190,0.006622,0.006812
10,14,24,7993,699660,707653,0.000651,0.024867,0.025518
10,14,24,7862,516781,524643,0.000660,0.018369,0.019029
9,15,24,1660,3007888,3009548,0.000156,0.107895,0.108051
9,14,23,29222,352836,382058,0.002014,0.012913,0.014927
9,14,23,7050,167783,174833,0.000535,0.006474,0.007009
10,13,23,12653,214262,226915,0.000955,0.007900,0.008855
9,14,23,3396,221348,224744,0.000239,0.008426,0.008665
10,13,23,24232,4738,28970,0.001907,0.000295,0.002202
8,15,23,689,251287,251976,0.000054,0.010603,0.010657
10,16,26,73608,1402345,1475953,0.004316,0.060570,0.064886
10,15,25,23365,1547221,1570586,0.001828,0.054633,0.056461
10,14,24,13045,248189,261234,0.001021,0.012210,0.013231
10,15,25,6856,2293550,2300406,0.000578,0.090174,0.090752
9,14,23,2390,4065203,4067593,0.000215,0.137301,0.137516
9,14,23,6678,1236153,1242831,0.000509,0.041551,0.042060
10,14,24,15626,620300,635926,0.001182,0.019968,0.021150
9,13,22,6098,216276,222374,0.000477,0.008153,0.008630
10,13,23,23228,14789,38017,0.001785,0.001042,0.002827
8,14,22,4321,169438,173759,0.000308,0.006835,0.007143
10,15,25,45605,5627540,5673145,0.003004,0.203880,0.206884
9,15,24,6864,151700,158564,0.000591,0.006352,0.006943
10,14,24,49831,53697,103528,0.003214,0.002859,0.006073
10,13,23,13345,13507,26852,0.000920,0.000696,0.001616
9,15,24,5591,2415061,2420652,0.000412,0.091903,0.092315
9,14,23,9137,1322872,1332009,0.000689,0.044201,0.044890
10,15,25,20889,332221,353110,0.001529,0.012843,0.014372
10,15,25,14133,2260245,2274378,0.001151,0.079677,0.080828
10,13,23,7977,239703,247680,0.000640,0.009126,0.009766
9,14,23,9824,195949,205773,0.000695,0.007339,0.008034
10,13,23,52408,87247,139655,0.003750,0.003964,0.007714
10,14,24,41909,1657120,1699029,0.002829,0.058761,0.061590
9,13,22,8663,25291,33954,0.000651,0.001150,0.001801
9,14,23,2518,567940,570458,0.000191,0.021069,0.021260
10,13,23,107126,239713,346839,0.007101,0.009985,0.017086
9,15,24,1000,271844,272844,0.000094,0.013575,0.013669
10,14,24,36396,2230143,2266539,0.002588,0.089747,0.092335
10,15,25,23777,601056,624833,0.001607,0.030639,0.032246
10,15,25,13601,1951094,1964695,0.001068,0.088248,0.089316
11,14,25,97419,227878,325297,0.006501,0.010039,0.016540
10,15,25,7132,257094,264226,0.000614,0.010984,0.011598
9,15,24,3090,514313,517403,0.000251,0.024701,0.024952
10,14,24,17680,170036,187716,0.001400,0.006624,0.008024
8,14,22,629,1063829,1064458,0.000055,0.038166,0.038221
10,14,24,9265,3618553,3627818,0.000760,0.133983,0.134743
8,14,22,1125,1263457,1264582,0.000094,0.044769,0.044863
10,13,23,23113,157948,181061,0.001748,0.006473,0.008221
10,13,23,11809,69396,81205,0.000876,0.003213,0.004089
10,15,25,17634,5522833,5540467,0.001277,0.213436,0.214713
10,15,25,26019,1055614,1081633,0.002023,0.045171,0.047194
10,15,25,18750,680632,699382,0.001482,0.026886,0.028368
10,14,24,64000,104801,168801,0.004324,0.004878,0.009202
9,14,23,3036,92504,95540,0.000244,0.004512,0.004756
9,13,22,1446,76774,78220,0.000170,0.003385,0.003555
10,14,24,41894,72063,113957,0.002657,0.003673,0.006330
9,14,23,4295,772660,776955,0.000360,0.029404,0.029764
8,15,23,2842,173314,176156,0.000292,0.008391,0.008683
10,14,24,44884,624687,669571,0.003424,0.025534,0.028958
10,13,23,34161,119444,153605,0.002497,0.004771,0.007268
10,14,24,15468,783131,798599,0.001171,0.030826,0.031997
10,14,24,30605,73720,104325,0.002077,0.003361,0.005438
10,14,24,35503,146183,181686,0.002470,0.006361,0.008831
10,15,25,13075,811800,824875,0.000974,0.030614,0.031588
9,12,21,15357,39744,55101,0.001171,0.001837,0.003008
9,14,23,2197,418886,421083,0.000207,0.016839,0.017046
10,14,24,22562,693807,716369,0.002132,0.028667,0.030799
9,13,22,9896,41314,51210,0.000922,0.001968,0.002890
9,15,24,2103,1619097,1621200,0.000163,0.057026,0.057189
10,14,24,6964,12776,19740,0.000672,0.000931,0.001603
10,14,24,14285,1448620,1462905,0.001111,0.053301,0.054412
10,15,25,20023,1878002,1898025,0.001585,0.070582,0.072167
9,14,23,1694,171326,173020,0.000198,0.006751,0.006949
10,15,25,12190,423442,435632,0.000904,0.016691,0.017595
10,15,25,70911,987449,1058360,0.004495,0.039626,0.044121
10,12,22,31671,12890,44561,0.002348,0.000852,0.003200
7,14,21,577,214380,214957,0.000064,0.008589,0.008653
9,14,23,7161,1941795,1948956,0.000542,0.069708,0.070250
10,15,25,37225,802453,839678,0.002947,0.039524,0.042471
10,15,25,77768,1059454,1137222,0.005302,0.052226,0.057528
10,14,24,16747,559584,576331,0.001444,0.029271,0.030715
10,14,24,26505,101743,128248,0.002058,0.004680,0.006738
9,11,20,3695,4701,8396,0.000337,0.000304,0.000641
9,14,23,1863,9551220,9553083,0.000176,0.331733,0.331909
10,11,21,20659,1671,22330,0.001327,0.000114,0.001441
10,15,25,35782,461245,497027,0.002572,0.017994,0.020566
9,14,23,4098,139017,143115,0.000362,0.005802,0.006164
8,14,22,2599,1349393,1351992,0.000230,0.045166,0.045396
10,15,25,18386,900145,918531,0.001441,0.034084,0.035525
9,12,21,3441,14835,18276,0.000335,0.000761,0.001096
10,13,23,89310,20755,110065,0.005820,0.000977,0.006797
11,15,26,91145,4216145,4307290,0.005147,0.168632,0.173779
10,14,24,7447,135322,142769,0.000640,0.005736,0.006376
9,15,24,1138,1986632,1987770,0.000101,0.081571,0.081672
10,14,24,54616,1704891,1759507,0.003823,0.068851,0.072674
9,14,23,6564,675036,681600,0.000541,0.025129,0.025670
10,13,23,11392,12256,23648,0.000896,0.000655,0.001551
9,14,23,16221,13173,29394,0.001159,0.001028,0.002187
10,13,23,29423,74086,103509,0.002202,0.003766,0.005968
10,14,24,24479,99962,124441,0.001743,0.004727,0.006470
9,13,22,5216,111399,116615,0.000417,0.004531,0.004948
10,14,24,8607,329810,338417,0.000754,0.014062,0.014816
9,13,22,8469,19703,28172,0.000682,0.001186,0.001868
10,16,26,39792,3553006,3592798,0.002876,0.159527,0.162403
10,12,22,72277,36065,108342,0.004735,0.001998,0.006733
9,16,25,7262,4587825,4595087,0.000639,0.205780,0.206419
10,14,24,30851,184609,215460,0.002210,0.007668,0.009878
10,14,24,43187,1864970,1908157,0.003359,0.068566,0.071925
10,12,22,11907,2449,14356,0.000938,0.000207,0.001145
8,15,23,637,948585,949222,0.000082,0.050433,0.050515
9,14,23,2041,977218,979259,0.000187,0.041092,0.041279
10,13,23,17102,147379,164481,0.001428,0.006424,0.007852
10,15,25,24137,896689,920826,0.001721,0.039897,0.041618
9,12,21,3091,105027,108118,0.000321,0.004968,0.005289
10,15,25,8960,796243,805203,0.000799,0.033233,0.034032
10,14,24,44542,355402,399944,0.002736,0.018730,0.021466
9,15,24,12979,466410,479389,0.001114,0.022474,0.023588
11,14,25,92860,1301422,1394282,0.006390,0.045872,0.052262
9,13,22,828,213800,214628,0.000122,0.008558,0.008680
10,14,24,16097,107969,124066,0.001282,0.005613,0.006895
8,14,22,1756,1805692,1807448,0.000157,0.062197,0.062354
10,13,23,39927,279837,319764,0.003056,0.010881,0.013937
8,16,24,248,2308890,2309138,0.000021,0.087929,0.087950
10,15,25,42105,689288,731393,0.003091,0.028288,0.031379
10,15,25,20815,571145,591960,0.001607,0.021268,0.022875
9,14,23,3388,296091,299479,0.000318,0.011382,0.011700
9,14,23,3913,328832,332745,0.000373,0.013346,0.013719
10,15,25,13103,3437408,3450511,0.001050,0.128228,0.129278
10,14,24,14807,197330,212137,0.001177,0.007433,0.008610
9,16,25,9525,1877298,1886823,0.000751,0.080550,0.081301
9,15,24,9667,1086174,1095841,0.000806,0.042297,0.043103
7,15,22,206,682210,682416,0.000019,0.030288,0.030307
9,15,24,2604,516742,519346,0.000263,0.022363,0.022626
9,15,24,1587,1848936,1850523,0.000189,0.066969,0.067158
10,15,25,15304,1953322,1968626,0.001173,0.070418,0.071591
10,14,24,16910,392574,409484,0.001403,0.015631,0.017034
10,15,25,10163,1524947,1535110,0.000836,0.054609,0.055445
10,15,25,47360,1019046,1066406,0.003586,0.041692,0.045278
10,15,25,33571,10981683,11015254,0.002737,0.372087,0.374824
10,15,25,19162,213554,232716,0.001487,0.009319,0.010806
10,15,25,16306,1242725,1259031,0.001224,0.054206,0.055430
9,14,23,6125,100096,106221,0.000575,0.004129,0.004704
10,16,26,21677,3925590,3947267,0.001808,0.177466,0.179274
10,14,24,18269,223549,241818,0.001251,0.009332,0.010583
9,13,22,22471,1085,23556,0.001721,0.000126,0.001847
11,13,24,72600,5174,77774,0.004810,0.000288,0.005098
10,14,24,30123,652942,683065,0.002051,0.026920,0.028971
9,15,24,18495,134803,153298,0.001233,0.005756,0.006989
8,11,19,1524,9193,10717,0.000133,0.000418,0.000551
10,14,24,25737,168500,194237,0.001955,0.007426,0.009381
9,14,23,853,7533795,7534648,0.000083,0.277197,0.277280
9,15,24,10118,2796634,2806752,0.000864,0.110203,0.111067
8,14,22,545,223262,223807,0.000058,0.012694,0.012752
10,10,20,12990,966,13956,0.000996,0.000065,0.001061
10,13,23,20019,158400,178419,0.001361,0.006846,0.008207
10,15,25,37194,4778112,4815306,0.002727,0.205912,0.208639
10,14,24,16428,64976,81404,0.001279,0.002996,0.004275
10,15,25,20077,939665,959742,0.001475,0.046189,0.047664
9,14,23,5750,275675,281425,0.000518,0.014278,0.014796
10,14,24,25060,80962,106022,0.001781,0.004013,0.005794
10,16,26,16087,3393033,3409120,0.001297,0.150411,0.151708
9,14,23,12884,90784,103668,0.000934,0.004232,0.005166
11,13,24,79508,315210,394718,0.005723,0.013319,0.019042
8,14,22,398,199577,199975,0.000056,0.009262,0.009318
10,14,24,44896,880706,925602,0.003251,0.035628,0.038879
10,13,23,47671,193933,241604,0.003626,0.008001,0.011627
9,13,22,4411,384664,389075,0.000407,0.016050,0.016457
10,12,22,25887,79389,105276,0.001849,0.003422,0.005271
9,15,24,808,2610282,2611090,0.000084,0.106659,0.106743
9,13,22,10279,19788,30067,0.000871,0.000859,0.001730
9,15,24,1851,1140827,1142678,0.000172,0.041905,0.042077
10,14,24,61703,655779,717482,0.004015,0.024806,0.028821
10,13,23,15142,224989,240131,0.001118,0.008915,0.010033
10,15,25,45164,6128754,6173918,0.003101,0.218300,0.221401
10,15,25,15957,1698047,1714004,0.001235,0.071756,0.072991
9,12,21,889,26288,27177,0.000126,0.001182,0.001308
9,15,24,18460,429654,448114,0.001265,0.018113,0.019378
10,12,22,55255,3231,58486,0.004119,0.000206,0.004325
10,14,24,3961,281967,285928,0.000311,0.011013,0.011324
10,12,22,19060,782,19842,0.001414,0.000066,0.001480
9,15,24,2397,328934,331331,0.000219,0.013538,0.013757
9,14,23,6112,488856,494968,0.000523,0.017550,0.018073
9,13,22,20070,22881,42951,0.001364,0.001159,0.002523
10,16,26,14976,5530864,5545840,0.001085,0.217267,0.218352
11,15,26,94190,895792,989982,0.006294,0.033276,0.039570
10,15,25,20300,782039,802339,0.001528,0.029567,0.031095
8,15,23,1400,609968,611368,0.000151,0.026338,0.026489
9,14,23,9870,470588,480458,0.000828,0.018870,0.019698
10,13,23,13428,51263,64691,0.001161,0.002546,0.003707
10,16,26,18885,1822931,1841816,0.001600,0.073551,0.075151
9,14,23,1153,1180580,1181733,0.000150,0.043300,0.043450
9,13,22,6572,96580,103152,0.000609,0.004732,0.005341
10,13,23,28829,167979,196808,0.002451,0.006942,0.009393
10,12,22,24771,31533,56304,0.001997,0.001623,0.003620
9,15,24,3421,1200810,1204231,0.000279,0.047332,0.047611
9,14,23,973,206400,207373,0.000131,0.008979,0.009110
10,14,24,7884,2779555,2787439,0.000673,0.096194,0.096867
9,15,24,10780,589390,600170,0.000933,0.025446,0.026379
9,14,23,10662,441057,451719,0.000882,0.018924,0.019806
10,14,24,5189,969815,975004,0.000505,0.038065,0.038570
9,15,24,879,378932,379811,0.000124,0.015734,0.015858
9,15,24,8300,7999000,8007300,0.000613,0.296382,0.296995
9,13,22,2002,89887,91889,0.000224,0.004077,0.004301
9,12,21,6958,42787,49745,0.000554,0.001702,0.002256
10,14,24,22803,726658,749461,0.001776,0.026954,0.028730
10,13,23,44126,581695,625821,0.003149,0.020077,0.023226
9,14,23,4431,654096,658527,0.000416,0.023826,0.024242
10,15,25,13783,3340995,3354778,0.001232,0.122366,0.123598
10,13,23,17800,14252,32052,0.001583,0.000877,0.002460
10,14,24,37062,121568,158630,0.002903,0.005237,0.008140
9,15,24,685,649626,650311,0.000084,0.026334,0.026418
9,12,21,12409,38816,51225,0.001020,0.001714,0.002734
10,15,25,24506,636738,661244,0.001932,0.027375,0.029307
10,12,22,7957,93531,101488,0.000723,0.004168,0.004891
10,13,23,43111,267347,310458,0.003306,0.010230,0.013536
10,14,24,21775,504019,525794,0.001648,0.018506,0.020154
10,13,23,24459,6885,31344,0.001854,0.000318,0.002172
10,14,24,34120,611526,645646,0.002579,0.025185,0.027764
9,12,21,2064,2549,4613,0.000213,0.000191,0.000404
9,15,24,2446,5341513,5343959,0.000230,0.180059,0.180289
10,15,25,33036,1430644,1463680,0.002786,0.054415,0.057201
10,14,24,14836,744821,759657,0.001320,0.028159,0.029479
9,14,23,6807,596855,603662,0.000641,0.021519,0.022160
9,14,23,1207,254288,255495,0.000153,0.011319,0.011472
10,14,24,37752,14570,52322,0.002996,0.001209,0.004205
9,14,23,12151,215694,227845,0.000919,0.009811,0.010730
9,15,24,9803,239146,248949,0.000877,0.012540,0.013417
10,13,23,6598,431750,438348,0.000614,0.014295,0.014909
10,15,25,36228,1685923,1722151,0.002920,0.070261,0.073181
9,14,23,2433,4506055,4508488,0.000270,0.149276,0.149546
10,14,24,17059,504729,521788,0.001465,0.019113,0.020578
11,14,25,97700,503967,601667,0.007166,0.020767,0.027933
9,14,23,2536,335001,337537,0.000270,0.014441,0.014711
9,15,24,7876,2580054,2587930,0.000713,0.099506,0.100219
9,11,20,8428,6816,15244,0.000652,0.000388,0.001040
9,14,23,7933,1355197,1363130,0.000650,0.052572,0.053222
9,12,21,12548,10051,22599,0.000983,0.000609,0.001592
10,14,24,20095,664052,684147,0.001604,0.030418,0.032022
10,13,23,8451,154043,162494,0.000744,0.006161,0.006905
8,14,22,487,1525078,1525565,0.000046,0.064827,0.064873
10,14,24,21560,339771,361331,0.001687,0.014779,0.016466
9,13,22,6877,106158,113035,0.000519,0.004790,0.005309
10,15,25,48601,5066226,5114827,0.003511,0.204123,0.207634
9,13,22,10866,62337,73203,0.000850,0.002411,0.003261
9,14,23,4226,604343,608569,0.000372,0.026728,0.027100
8,14,22,1593,336538,338131,0.000154,0.014077,0.014231
10,13,23,11328,325354,336682,0.000936,0.012063,0.012999
11,13,24,129307,163954,293261,0.008478,0.006686,0.015164
10,15,25,11874,363657,375531,0.001052,0.019119,0.020171
10,15,25,8114,2966764,2974878,0.000762,0.114898,0.115660
10,14,24,14392,886816,901208,0.001255,0.029856,0.031111
9,13,22,9895,145310,155205,0.000746,0.005645,0.006391
9,15,24,1714,1595012,1596726,0.000177,0.061506,0.061683
10,13,23,36137,96343,132480,0.002684,0.004439,0.007123
10,14,24,13526,423519,437045,0.000968,0.016535,0.017503
9,13,22,4064,119814,123878,0.000407,0.004742,0.005149
10,15,25,35190,766932,802122,0.002652,0.028249,0.030901
9,14,23,2863,1007446,1010309,0.000285,0.042529,0.042814
9,15,24,18243,3124866,3143109,0.001364,0.112700,0.114064
10,14,24,52798,325316,378114,0.003949,0.012543,0.016492
9,14,23,5321,283611,288932,0.000496,0.011697,0.012193
10,13,23,51134,114222,165356,0.003638,0.005137,0.008775
10,14,24,20965,2147274,2168239,0.001461,0.076012,0.077473
9,13,22,3757,1920,5677,0.000405,0.000164,0.000569
10,15,25,44310,327695,372005,0.002601,0.014998,0.017599
9,16,25,2196,3083206,3085402,0.000204,0.121815,0.122019
9,13,22,1256,515618,516874,0.000160,0.019446,0.019606
8,15,23,837,980319,981156,0.000114,0.040195,0.040309
8,13,21,784,3238,4022,0.000114,0.000256,0.000370
9,14,23,2336,334937,337273,0.000240,0.012334,0.012574
9,13,22,4589,146530,151119,0.000419,0.006843,0.007262
10,14,24,15543,647540,663083,0.001350,0.025819,0.027169
8,14,22,1505,129877,131382,0.000181,0.007553,0.007734
9,15,24,6383,352370,358753,0.000574,0.017207,0.017781
9,14,23,2743,1162224,1164967,0.000273,0.043797,0.044070
9,13,22,9545,307957,317502,0.000914,0.012549,0.013463
10,15,25,38490,1602589,1641079,0.003358,0.062917,0.066275
10,12,22,23259,16716,39975,0.002002,0.000744,0.002746
10,15,25,57456,240787,298243,0.004234,0.010722,0.014956
10,9,19,31093,1197,32290,0.002388,0.000081,0.002469
10,13,23,51795,27326,79121,0.003894,0.002097,0.005991
7,15,22,158,532692,532850,0.000008,0.025022,0.025030
10,13,23,131111,442948,574059,0.009271,0.017155,0.026426
10,13,23,36626,11631,48257,0.002667,0.000665,0.003332
10,12,22,18770,24585,43355,0.001449,0.001348,0.002797
10,13,23,84151,314741,398892,0.006019,0.012232,0.018251
10,15,25,33337,372002,405339,0.002458,0.017256,0.019714
10,13,23,16658,647917,664575,0.001310,0.023808,0.025118
10,15,25,11114,1076914,1088028,0.000868,0.041641,0.042509
9,14,23,6904,103633,110537,0.000646,0.004306,0.004952
10,13,23,14481,58415,72896,0.001161,0.002430,0.003591
9,14,23,4421,12938,17359,0.000350,0.000992,0.001342
9,12,21,11974,240913,252887,0.000948,0.008475,0.009423
8,15,23,273,4700880,4701153,0.000030,0.184016,0.184046
9,13,22,9602,56468,66070,0.000767,0.002423,0.003190
10,13,23,28577,32376,60953,0.002153,0.001522,0.003675
10,13,23,20783,149775,170558,0.001522,0.006021,0.007543
10,13,23,43523,131055,174578,0.002676,0.005201,0.007877
11,14,25,103078,117650,220728,0.006851,0.004671,0.011522
10,14,24,26884,331322,358206,0.001787,0.012945,0.014732
9,15,24,5949,1994774,2000723,0.000508,0.071075,0.071583
10,14,24,17446,387989,405435,0.001542,0.015143,0.016685
10,13,23,41884,81268,123152,0.003291,0.004090,0.007381
9,12,21,3567,25414,28981,0.000304,0.001318,0.001622
10,13,23,35181,26425,61606,0.002656,0.001427,0.004083
10,13,23,16232,160763,176995,0.001162,0.006653,0.007815
10,13,23,19400,32475,51875,0.001417,0.001749,0.003166
10,13,23,17612,101738,119350,0.001349,0.004907,0.006256
9,13,22,3801,132796,136597,0.000290,0.004712,0.005002
10,15,25,11407,3298481,3309888,0.000875,0.126486,0.127361
10,13,23,8895,5128,14023,0.000830,0.000373,0.001203
10,14,24,19060,418800,437860,0.001410,0.017333,0.018743
9,14,23,10408,915197,925605,0.000877,0.033120,0.033997
8,14,22,740,47599,48339,0.000101,0.002140,0.002241
10,12,22,40631,1340,41971,0.003168,0.000098,0.003266
9,15,24,4300,1430881,1435181,0.000342,0.057715,0.058057
10,12,22,35694,108436,144130,0.002619,0.004121,0.006740
10,13,23,85278,301,85579,0.006206,0.000040,0.006246
10,13,23,30806,28878,59684,0.001870,0.001388,0.003258
10,16,26,10637,8416853,8427490,0.000754,0.334986,0.335740
9,13,22,5251,10606,15857,0.000484,0.000660,0.001144
10,14,24,54052,1092077,1146129,0.003636,0.045281,0.048917
10,15,25,12037,2665163,2677200,0.000967,0.110929,0.111896
10,15,25,15551,713830,729381,0.001203,0.030354,0.031557
8,13,21,2614,382205,384819,0.000182,0.016239,0.016421
10,13,23,36468,95409,131877,0.002796,0.004347,0.007143
9,14,23,5646,1409526,1415172,0.000458,0.054452,0.054910
11,14,25,156858,864538,1021396,0.009542,0.030862,0.040404
10,15,25,39141,1310277,1349418,0.002833,0.056017,0.058850
10,14,24,134416,165794,300210,0.007935,0.006383,0.014318
10,15,25,15790,2214764,2230554,0.001120,0.081910,0.083030
10,12,22,12829,140527,153356,0.001035,0.005011,0.006046
9,12,21,3891,12354,16245,0.000345,0.000706,0.001051
10,14,24,43067,174657,217724,0.002699,0.007408,0.010107
9,13,22,8488,31395,39883,0.000669,0.001520,0.002189
11,14,25,121343,3851465,3972808,0.007557,0.126404,0.133961
10,15,25,38697,1494874,1533571,0.002590,0.054141,0.056731
10,13,23,14850,110559,125409,0.001256,0.004336,0.005592
9,16,25,7062,3610650,3617712,0.000615,0.143531,0.144146
10,13,23,22937,18198,41135,0.001785,0.000986,0.002771
9,13,22,18585,286360,304945,0.001369,0.011913,0.013282
10,15,25,44241,511522,555763,0.003277,0.022631,0.025908
9,11,20,10883,11307,22190,0.000910,0.000578,0.001488
10,15,25,61296,337645,398941,0.003744,0.014018,0.017762
8,13,21,3768,74098,77866,0.000330,0.002685,0.003015
9,15,24,2637,213582,216219,0.000253,0.009211,0.009464
9,15,24,14992,2379775,2394767,0.001061,0.092169,0.093230
10,12,22,13229,7242,20471,0.001066,0.000415,0.001481
9,16,25,1800,5383076,5384876,0.000199,0.203535,0.203734
9,14,23,2212,190310,192522,0.000204,0.007662,0.007866
8,15,23,496,2563669,2564165,0.000045,0.096776,0.096821
10,14,24,10144,420988,431132,0.000882,0.015637,0.016519
9,16,25,7188,7585647,7592835,0.000673,0.281607,0.282280
9,15,24,6123,433510,439633,0.000592,0.019698,0.020290
9,14,23,3364,599143,602507,0.000319,0.025349,0.025668
9,15,24,8745,1674082,1682827,0.000693,0.068856,0.069549
10,13,23,17975,23967,41942,0.001338,0.001221,0.002559
10,13,23,35758,46397,82155,0.002577,0.002367,0.004944
10,14,24,51175,4738818,4789993,0.003694,0.207341,0.211035
9,14,23,4705,245095,249800,0.000376,0.010459,0.010835
10,14,24,29344,209830,239174,0.002100,0.009025,0.011125
8,15,23,888,3341016,3341904,0.000085,0.119334,0.119419
10,14,24,77427,254859,332286,0.005925,0.009332,0.015257
9,13,22,7480,25795,33275,0.000667,0.001497,0.002164
10,15,25,53471,672636,726107,0.003953,0.026959,0.030912
10,14,24,14470,1177494,1191964,0.001031,0.038993,0.040024
10,15,25,63587,430106,493693,0.004152,0.016555,0.020707
9,12,21,10404,21684,32088,0.000819,0.000918,0.001737
9,12,21,4306,41241,45547,0.000382,0.001820,0.002202
10,16,26,77063,3845086,3922149,0.005150,0.151488,0.156638
9,11,20,9396,26421,35817,0.000794,0.001040,0.001834
8,15,23,796,1157460,1158256,0.000064,0.042322,0.042386
10,14,24,9916,269044,278960,0.000880,0.010851,0.011731
9,15,24,7886,4739466,4747352,0.000664,0.178867,0.179531
9,15,24,741,1080527,1081268,0.000076,0.044563,0.044639
9,15,24,8176,1113412,1121588,0.000702,0.042495,0.043197
8,14,22,1658,599254,600912,0.000165,0.022122,0.022287
8,13,21,1731,434967,436698,0.000159,0.016240,0.016399
10,15,25,16227,364854,381081,0.001452,0.013216,0.014668
8,13,21,3342,114765,118107,0.000261,0.004777,0.005038
9,13,22,10628,75706,86334,0.000882,0.003005,0.003887
10,15,25,35162,1871288,1906450,0.002864,0.068498,0.071362
9,13,22,6410,78411,84821,0.000582,0.003345,0.003927
10,14,24,45919,1414920,1460839,0.003770,0.051420,0.055190
10,16,26,5056,2875155,2880211,0.000452,0.110680,0.111132
8,13,21,392,62428,62820,0.000041,0.002860,0.002901
10,16,26,12003,3098826,3110829,0.001050,0.126702,0.127752
10,13,23,16254,695,16949,0.001395,0.000057,0.001452
9,16,25,10752,1745904,1756656,0.000950,0.070788,0.071738
9,13,22,2628,197483,200111,0.000220,0.007549,0.007769
10,15,25,8452,2663319,2671771,0.000724,0.095779,0.096503
9,15,24,1981,1297368,1299349,0.000189,0.047611,0.047800
10,12,22,23487,16758,40245,0.001982,0.000743,0.002725
10,14,24,31816,493535,525351,0.002561,0.019306,0.021867
10,14,24,15546,864630,880176,0.001334,0.031094,0.032428
9,15,24,16244,3463433,3479677,0.001356,0.130611,0.131967
10,15,25,9162,415483,424645,0.000820,0.016061,0.016881
9,14,23,7885,213738,221623,0.000668,0.011462,0.012130
9,14,23,3842,1311969,1315811,0.000382,0.052595,0.052977
8,14,22,1136,1904046,1905182,0.000099,0.068598,0.068697
9,15,24,5202,761543,766745,0.000484,0.029854,0.030338
9,12,21,8319,68096,76415,0.000728,0.002712,0.003440
9,14,23,2260,170438,172698,0.000205,0.007244,0.007449
10,14,24,7993,699660,707653,0.000735,0.026231,0.026966
10,14,24,7862,516781,524643,0.000708,0.019752,0.020460
9,15,24,1660,3007888,3009548,0.000171,0.113407,0.113578
9,14,23,29222,352836,382058,0.002335,0.014310,0.016645
9,14,23,7050,167783,174833,0.000567,0.007181,0.007748
10,13,23,12653,214262,226915,0.001060,0.008605,0.009665
9,14,23,3396,221348,224744,0.000249,0.009432,0.009681
10,13,23,24232,4738,28970,0.002051,0.000262,0.002313
8,15,23,689,251287,251976,0.000056,0.009907,0.009963
10,16,26,73608,1402345,1475953,0.005109,0.057534,0.062643
10,15,25,23365,1547221,1570586,0.002141,0.053423,0.055564
10,14,24,13045,248189,261234,0.001133,0.010745,0.011878
10,15,25,6856,2293550,2300406,0.000704,0.086707,0.087411
9,14,23,2390,4065203,4067593,0.000220,0.135000,0.135220
9,14,23,6678,1236153,1242831,0.000552,0.042740,0.043292
10,14,24,15626,620300,635926,0.001410,0.020802,0.022212
9,13,22,6098,216276,222374,0.000505,0.008669,0.009174
10,13,23,23228,14789,38017,0.002020,0.001065,0.003085
8,14,22,4321,169438,173759,0.000371,0.007419,0.007790
10,15,25,45605,5627540,5673145,0.003542,0.218667,0.222209
9,15,24,6864,151700,158564,0.000641,0.006947,0.007588
10,14,24,49831,53697,103528,0.003842,0.003017,0.006859
10,13,23,13345,13507,26852,0.001022,0.000755,0.001777
9,15,24,5591,2415061,2420652,0.000455,0.095919,0.096374
9,14,23,9137,1322872,1332009,0.000767,0.045227,0.045994
10,15,25,20889,332221,353110,0.001711,0.013437,0.015148
10,15,25,14133,2260245,2274378,0.001229,0.081666,0.082895
10,13,23,7977,239703,247680,0.000700,0.009661,0.010361
9,14,23,9824,195949,205773,0.000735,0.007749,0.008484
10,13,23,52408,87247,139655,0.004090,0.004337,0.008427
10,14,24,41909,1657120,1699029,0.003268,0.059475,0.062743
9,13,22,8663,25291,33954,0.000738,0.001141,0.001879
9,14,23,2518,567940,570458,0.000206,0.023785,0.023991
10,13,23,107126,239713,346839,0.009011,0.012453,0.021464
9,15,24,1000,271844,272844,0.000093,0.011726,0.011819
10,14,24,36396,2230143,2266539,0.002857,0.093399,0.096256
10,15,25,23777,601056,624833,0.001704,0.032902,0.034606
10,15,25,13601,1951094,1964695,0.001147,0.086502,0.087649
11,14,25,97419,227878,325297,0.006644,0.009383,0.016027
10,15,25,7132,257094,264226,0.000739,0.010702,0.011441
9,15,24,3090,514313,517403,0.000249,0.023461,0.023710
10,14,24,17680,170036,187716,0.001450,0.006602,0.008052
8,14,22,629,1063829,1064458,0.000056,0.034886,0.034942
10,14,24,9265,3618553,3627818,0.000775,0.125615,0.126390
8,14,22,1125,1263457,1264582,0.000092,0.042625,0.042717
10,13,23,23113,157948,181061,0.001965,0.006435,0.008400
10,13,23,11809,69396,81205,0.000894,0.003310,0.004204
10,15,25,17634,5522833,5540467,0.001348,0.203414,0.204762
10,15,25,26019,1055614,1081633,0.002405,0.046547,0.048952
