phase1_solution_length,phase2_solution_length,solution_length,phase1_move_count,phase2_move_count,move_count,phase1_solve_time,phase2_solve_time,solve_time
9,15,24,16244,3463433,3479677,0.001311,0.139165,0.140476
10,15,25,9162,415483,424645,0.000803,0.017871,0.018674
9,14,23,7885,213738,221623,0.000711,0.009267,0.009978
9,14,23,3842,1311969,1315811,0.000330,0.045750,0.046080
8,14,22,1136,1904046,1905182,0.000097,0.066864,0.066961
9,15,24,5202,761543,766745,0.000483,0.028723,0.029206
9,12,21,8319,68096,76415,0.000727,0.002718,0.003445
9,14,23,2260,170438,172698,0.000202,0.007001,0.007203
10,14,24,7993,699660,707653,0.000702,0.025936,0.026638
10,14,24,7862,516781,524643,0.000697,0.019121,0.019818
9,15,24,1660,3007888,3009548,0.000153,0.110216,0.110369
9,14,23,29222,352836,382058,0.002255,0.013641,0.015896
9,14,23,7050,167783,174833,0.000560,0.006790,0.007350
10,13,23,12653,214262,226915,0.001026,0.008600,0.009626
9,14,23,3396,221348,224744,0.000249,0.009268,0.009517
10,13,23,24232,4738,28970,0.002040,0.000262,0.002302
8,15,23,689,251287,251976,0.000055,0.009887,0.009942
10,16,26,73608,1402345,1475953,0.005063,0.056483,0.061546
10,15,25,23365,1547221,1570586,0.002015,0.052746,0.054761
10,14,24,13045,248189,261234,0.001121,0.010565,0.011686
10,15,25,6856,2293550,2300406,0.000608,0.086651,0.087259
9,14,23,2390,4065203,4067593,0.000220,0.134143,0.134363
9,14,23,6678,1236153,1242831,0.000555,0.042356,0.042911
10,14,24,15626,620300,635926,0.001307,0.020641,0.021948
9,13,22,6098,216276,222374,0.000506,0.008715,0.009221
10,13,23,23228,14789,38017,0.001990,0.001022,0.003012
8,14,22,4321,169438,173759,0.000366,0.007003,0.007369
10,15,25,45605,5627540,5673145,0.003471,0.218453,0.221924
9,15,24,6864,151700,158564,0.000632,0.006360,0.006992
10,14,24,49831,53697,103528,0.003802,0.002917,0.006719
10,13,23,13345,13507,26852,0.001020,0.000738,0.001758
9,15,24,5591,2415061,2420652,0.000449,0.093666,0.094115
9,14,23,9137,1322872,1332009,0.000769,0.045428,0.046197
10,15,25,20889,332221,353110,0.001683,0.013686,0.015369
10,15,25,14133,2260245,2274378,0.001231,0.080757,0.081988
10,13,23,7977,239703,247680,0.000691,0.009541,0.010232
9,14,23,9824,195949,205773,0.000741,0.007636,0.008377
10,13,23,52408,87247,139655,0.004046,0.004330,0.008376
10,14,24,41909,1657120,1699029,0.003298,0.058882,0.062180
9,13,22,8663,25291,33954,0.000737,0.001124,0.001861
9,14,23,2518,567940,570458,0.000207,0.022291,0.022498
10,13,23,107126,239713,346839,0.007985,0.010103,0.018088
9,15,24,1000,271844,272844,0.000084,0.011279,0.011363
10,14,24,36396,2230143,2266539,0.002861,0.079727,0.082588
10,15,25,23777,601056,624833,0.001871,0.027601,0.029472
10,15,25,13601,1951094,1964695,0.001178,0.071329,0.072507
11,14,25,97419,227878,325297,0.007645,0.009200,0.016845
10,15,25,7132,257094,264226,0.000567,0.010444,0.011011
9,15,24,3090,514313,517403,0.000256,0.021257,0.021513
10,14,24,17680,170036,187716,0.001530,0.006906,0.008436
8,14,22,629,1063829,1064458,0.000054,0.035754,0.035808
10,14,24,9265,3618553,3627818,0.000814,0.126973,0.127787
8,14,22,1125,1263457,1264582,0.000099,0.044464,0.044563
10,13,23,23113,157948,181061,0.002179,0.006698,0.008877
10,13,23,11809,69396,81205,0.001601,0.003643,0.005244
10,15,25,17634,5522833,5540467,0.001553,0.208027,0.209580
10,15,25,26019,1055614,1081633,0.002469,0.054146,0.056615
10,15,25,18750,680632,699382,0.001620,0.028027,0.029647
10,14,24,64000,104801,168801,0.004937,0.005101,0.010038
9,14,23,3036,92504,95540,0.000241,0.004484,0.004725
9,13,22,1446,76774,78220,0.000158,0.004213,0.004371
10,14,24,41894,72063,113957,0.002680,0.003835,0.006515
9,14,23,4295,772660,776955,0.000363,0.031068,0.031431
8,15,23,2842,173314,176156,0.000295,0.007976,0.008271
10,14,24,44884,624687,669571,0.004034,0.026457,0.030491
10,13,23,34161,119444,153605,0.002611,0.005473,0.008084
10,14,24,15468,783131,798599,0.001240,0.031962,0.033202
10,14,24,30605,73720,104325,0.002183,0.003277,0.005460
10,14,24,35503,146183,181686,0.002456,0.006841,0.009297
10,15,25,13075,811800,824875,0.001056,0.032283,0.033339
9,12,21,15357,39744,55101,0.001215,0.001968,0.003183
9,14,23,2197,418886,421083,0.000213,0.017105,0.017318
10,14,24,22562,693807,716369,0.001992,0.027437,0.029429
9,13,22,9896,41314,51210,0.000887,0.002028,0.002915
9,15,24,2103,1619097,1621200,0.000182,0.058264,0.058446
10,14,24,6964,12776,19740,0.000654,0.001054,0.001708
10,14,24,14285,1448620,1462905,0.001196,0.055776,0.056972
10,15,25,20023,1878002,1898025,0.001815,0.072152,0.073967
9,14,23,1694,171326,173020,0.000206,0.007764,0.007970
10,15,25,12190,423442,435632,0.001099,0.017908,0.019007
10,15,25,70911,987449,1058360,0.005309,0.042609,0.047918
10,12,22,31671,12890,44561,0.002814,0.000865,0.003679
7,14,21,577,214380,214957,0.000063,0.009948,0.010011
9,14,23,7161,1941795,1948956,0.000587,0.069361,0.069948
10,15,25,37225,802453,839678,0.003193,0.031940,0.035133
10,15,25,77768,1059454,1137222,0.005987,0.044433,0.050420
10,14,24,16747,559584,576331,0.001673,0.027078,0.028751
10,14,24,26505,101743,128248,0.002508,0.004245,0.006753
9,11,20,3695,4701,8396,0.000325,0.000285,0.000610
9,14,23,1863,9551220,9553083,0.000187,0.319723,0.319910
10,11,21,20659,1671,22330,0.001640,0.000114,0.001754
10,15,25,35782,461245,497027,0.003763,0.020028,0.023791
9,14,23,4098,139017,143115,0.000382,0.006561,0.006943
8,14,22,2599,1349393,1351992,0.000235,0.048431,0.048666
10,15,25,18386,900145,918531,0.001778,0.035617,0.037395
9,12,21,3441,14835,18276,0.000355,0.000921,0.001276
10,13,23,89310,20755,110065,0.007761,0.001035,0.008796
11,15,26,91145,4216145,4307290,0.006069,0.159586,0.165655
10,14,24,7447,135322,142769,0.000725,0.006287,0.007012
9,15,24,1138,1986632,1987770,0.000122,0.078449,0.078571
10,14,24,54616,1704891,1759507,0.004661,0.066483,0.071144
9,14,23,6564,675036,681600,0.000634,0.025331,0.025965
10,13,23,11392,12256,23648,0.001151,0.000656,0.001807
9,14,23,16221,13173,29394,0.001303,0.000987,0.002290
10,13,23,29423,74086,103509,0.002455,0.003754,0.006209
10,14,24,24479,99962,124441,0.002447,0.005116,0.007563
9,13,22,5216,111399,116615,0.000438,0.005099,0.005537
10,14,24,8607,329810,338417,0.000746,0.014885,0.015631
9,13,22,8469,19703,28172,0.000715,0.001226,0.001941
10,16,26,39792,3553006,3592798,0.003131,0.142216,0.145347
10,12,22,72277,36065,108342,0.005466,0.002010,0.007476
9,16,25,7262,4587825,4595087,0.000591,0.180683,0.181274
10,14,24,30851,184609,215460,0.002688,0.008428,0.011116
10,14,24,43187,1864970,1908157,0.003714,0.062662,0.066376
10,12,22,11907,2449,14356,0.001229,0.000200,0.001429
8,15,23,637,948585,949222,0.000080,0.044712,0.044792
9,14,23,2041,977218,979259,0.000352,0.037016,0.037368
10,13,23,17102,147379,164481,0.001648,0.005748,0.007396
10,15,25,24137,896689,920826,0.002011,0.035639,0.037650
9,12,21,3091,105027,108118,0.000345,0.004906,0.005251
10,15,25,8960,796243,805203,0.000787,0.031552,0.032339
10,14,24,44542,355402,399944,0.003178,0.016041,0.019219
9,15,24,12979,466410,479389,0.001208,0.020222,0.021430
11,14,25,92860,1301422,1394282,0.007777,0.046272,0.054049
9,13,22,828,213800,214628,0.000123,0.009569,0.009692
10,14,24,16097,107969,124066,0.001417,0.006538,0.007955
8,14,22,1756,1805692,1807448,0.000249,0.065761,0.066010
10,13,23,39927,279837,319764,0.003512,0.010970,0.014482
8,16,24,248,2308890,2309138,0.000026,0.093645,0.093671
10,15,25,42105,689288,731393,0.003703,0.030006,0.033709
10,15,25,20815,571145,591960,0.001923,0.022426,0.024349
9,14,23,3388,296091,299479,0.000333,0.012185,0.012518
9,14,23,3913,328832,332745,0.000378,0.015048,0.015426
10,15,25,13103,3437408,3450511,0.001101,0.130659,0.131760
10,14,24,14807,197330,212137,0.001454,0.008667,0.010121
9,16,25,9525,1877298,1886823,0.000887,0.077472,0.078359
9,15,24,9667,1086174,1095841,0.001087,0.043576,0.044663
7,15,22,206,682210,682416,0.000019,0.041246,0.041265
9,15,24,2604,516742,519346,0.000271,0.025439,0.025710
9,15,24,1587,1848936,1850523,0.000202,0.069040,0.069242
10,15,25,15304,1953322,1968626,0.001446,0.073470,0.074916
10,14,24,16910,392574,409484,0.001668,0.017316,0.018984
10,15,25,10163,1524947,1535110,0.000981,0.056731,0.057712
10,15,25,47360,1019046,1066406,0.004517,0.042881,0.047398
10,15,25,33571,10981683,11015254,0.002968,0.348195,0.351163
10,15,25,19162,213554,232716,0.001787,0.010194,0.011981
10,15,25,16306,1242725,1259031,0.001437,0.052046,0.053483
9,14,23,6125,100096,106221,0.000640,0.004392,0.005032
10,16,26,21677,3925590,3947267,0.002086,0.156977,0.159063
10,14,24,18269,223549,241818,0.001596,0.010239,0.011835
9,13,22,22471,1085,23556,0.001855,0.000097,0.001952
11,13,24,72600,5174,77774,0.005679,0.000285,0.005964
10,14,24,30123,652942,683065,0.002268,0.027287,0.029555
9,15,24,18495,134803,153298,0.001518,0.005997,0.007515
8,11,19,1524,9193,10717,0.000134,0.000413,0.000547
10,14,24,25737,168500,194237,0.002686,0.007209,0.009895
9,14,23,853,7533795,7534648,0.000094,0.272955,0.273049
9,15,24,10118,2796634,2806752,0.001035,0.104435,0.105470
8,14,22,545,223262,223807,0.000074,0.010227,0.010301
10,10,20,12990,966,13956,0.001131,0.000058,0.001189
10,13,23,20019,158400,178419,0.001567,0.007423,0.008990
10,15,25,37194,4778112,4815306,0.003172,0.180777,0.183949
10,14,24,16428,64976,81404,0.001573,0.002941,0.004514
10,15,25,20077,939665,959742,0.001634,0.044484,0.046118
9,14,23,5750,275675,281425,0.000581,0.014730,0.015311
10,14,24,25060,80962,106022,0.002135,0.004327,0.006462
10,16,26,16087,3393033,3409120,0.001349,0.131757,0.133106
9,14,23,12884,90784,103668,0.001181,0.004804,0.005985
11,13,24,79508,315210,394718,0.006250,0.014840,0.021090
8,14,22,398,199577,199975,0.000052,0.008966,0.009018
10,14,24,44896,880706,925602,0.004494,0.033785,0.038279
10,13,23,47671,193933,241604,0.004163,0.008219,0.012382
9,13,22,4411,384664,389075,0.000392,0.016038,0.016430
10,12,22,25887,79389,105276,0.002670,0.003477,0.006147
9,15,24,808,2610282,2611090,0.000086,0.098628,0.098714
9,13,22,10279,19788,30067,0.001091,0.000803,0.001894
9,15,24,1851,1140827,1142678,0.000186,0.052658,0.052844
10,14,24,61703,655779,717482,0.004819,0.026559,0.031378
10,13,23,15142,224989,240131,0.001363,0.009662,0.011025
10,15,25,45164,6128754,6173918,0.003502,0.220546,0.224048
10,15,25,15957,1698047,1714004,0.001535,0.066328,0.067863
9,12,21,889,26288,27177,0.000164,0.001504,0.001668
9,15,24,18460,429654,448114,0.001559,0.020152,0.021711
10,12,22,55255,3231,58486,0.005143,0.000189,0.005332
10,14,24,3961,281967,285928,0.000360,0.012153,0.012513
10,12,22,19060,782,19842,0.002076,0.000071,0.002147
9,15,24,2397,328934,331331,0.000226,0.015204,0.015430
9,14,23,6112,488856,494968,0.000565,0.019063,0.019628
9,13,22,20070,22881,42951,0.001534,0.001408,0.002942
10,16,26,14976,5530864,5545840,0.001253,0.221360,0.222613
11,15,26,94190,895792,989982,0.007950,0.035482,0.043432
10,15,25,20300,782039,802339,0.001829,0.031775,0.033604
8,15,23,1400,609968,611368,0.000167,0.027985,0.028152
9,14,23,9870,470588,480458,0.000995,0.020304,0.021299
10,13,23,13428,51263,64691,0.001297,0.002703,0.004000
10,16,26,18885,1822931,1841816,0.001666,0.077531,0.079197
9,14,23,1153,1180580,1181733,0.000149,0.045084,0.045233
9,13,22,6572,96580,103152,0.000651,0.004788,0.005439
10,13,23,28829,167979,196808,0.002519,0.007106,0.009625
10,12,22,24771,31533,56304,0.002634,0.001756,0.004390
9,15,24,3421,1200810,1204231,0.000279,0.048893,0.049172
9,14,23,973,206400,207373,0.000138,0.012587,0.012725
10,14,24,7884,2779555,2787439,0.000708,0.100628,0.101336
9,15,24,10780,589390,600170,0.001048,0.025616,0.026664
9,14,23,10662,441057,451719,0.000814,0.018805,0.019619
10,14,24,5189,969815,975004,0.000519,0.038077,0.038596
9,15,24,879,378932,379811,0.000125,0.016008,0.016133
9,15,24,8300,7999000,8007300,0.000754,0.290551,0.291305
9,13,22,2002,89887,91889,0.000236,0.004184,0.004420
9,12,21,6958,42787,49745,0.000606,0.001760,0.002366
10,14,24,22803,726658,749461,0.001981,0.028919,0.030900
10,13,23,44126,581695,625821,0.003665,0.021448,0.025113
9,14,23,4431,654096,658527,0.000442,0.026055,0.026497
10,15,25,13783,3340995,3354778,0.001315,0.121917,0.123232
10,13,23,17800,14252,32052,0.001600,0.000917,0.002517
10,14,24,37062,121568,158630,0.002988,0.005225,0.008213
9,15,24,685,649626,650311,0.000083,0.027064,0.027147
9,12,21,12409,38816,51225,0.001094,0.001676,0.002770
10,15,25,24506,636738,661244,0.002023,0.028217,0.030240
10,12,22,7957,93531,101488,0.000786,0.004400,0.005186
10,13,23,43111,267347,310458,0.003497,0.010905,0.014402
10,14,24,21775,504019,525794,0.001781,0.019587,0.021368
10,13,23,24459,6885,31344,0.002037,0.000356,0.002393
10,14,24,34120,611526,645646,0.002700,0.026785,0.029485
9,12,21,2064,2549,4613,0.000216,0.000205,0.000421
9,15,24,2446,5341513,5343959,0.000240,0.193412,0.193652
10,15,25,33036,1430644,1463680,0.002838,0.056191,0.059029
10,14,24,14836,744821,759657,0.001369,0.028430,0.029799
9,14,23,6807,596855,603662,0.000619,0.022830,0.023449
9,14,23,1207,254288,255495,0.000155,0.011385,0.011540
10,14,24,37752,14570,52322,0.003166,0.001233,0.004399
9,14,23,12151,215694,227845,0.000967,0.009834,0.010801
9,15,24,9803,239146,248949,0.000852,0.012185,0.013037
10,13,23,6598,431750,438348,0.000596,0.014725,0.015321
10,15,25,36228,1685923,1722151,0.002870,0.071653,0.074523
9,14,23,2433,4506055,4508488,0.000282,0.141737,0.142019
10,14,24,17059,504729,521788,0.001550,0.020095,0.021645
11,14,25,97700,503967,601667,0.007705,0.021517,0.029222
9,14,23,2536,335001,337537,0.000268,0.014957,0.015225
9,15,24,7876,2580054,2587930,0.000782,0.092592,0.093374
9,11,20,8428,6816,15244,0.000805,0.000389,0.001194
9,14,23,7933,1355197,1363130,0.000720,0.048100,0.048820
9,12,21,12548,10051,22599,0.001125,0.000528,0.001653
10,14,24,20095,664052,684147,0.001759,0.028131,0.029890
10,13,23,8451,154043,162494,0.000778,0.006272,0.007050
8,14,22,487,1525078,1525565,0.000042,0.056638,0.056680
10,14,24,21560,339771,361331,0.001883,0.014386,0.016269
9,13,22,6877,106158,113035,0.000605,0.004606,0.005211
10,15,25,48601,5066226,5114827,0.004016,0.185340,0.189356
9,13,22,10866,62337,73203,0.001049,0.002600,0.003649
9,14,23,4226,604343,608569,0.000397,0.025731,0.026128
8,14,22,1593,336538,338131,0.000145,0.015127,0.015272
10,13,23,11328,325354,336682,0.001208,0.014239,0.015447
11,13,24,129307,163954,293261,0.011019,0.007982,0.019001
10,15,25,11874,363657,375531,0.001107,0.019796,0.020903
10,15,25,8114,2966764,2974878,0.000816,0.111396,0.112212
10,14,24,14392,886816,901208,0.001397,0.031850,0.033247
9,13,22,9895,145310,155205,0.000861,0.006099,0.006960
9,15,24,1714,1595012,1596726,0.000184,0.064429,0.064613
10,13,23,36137,96343,132480,0.003152,0.004897,0.008049
10,14,24,13526,423519,437045,0.001141,0.018648,0.019789
9,13,22,4064,119814,123878,0.000421,0.005257,0.005678
10,15,25,35190,766932,802122,0.003122,0.030459,0.033581
9,14,23,2863,1007446,1010309,0.000306,0.038292,0.038598
9,15,24,18243,3124866,3143109,0.001585,0.115468,0.117053
10,14,24,52798,325316,378114,0.004553,0.013926,0.018479
9,14,23,5321,283611,288932,0.000520,0.013364,0.013884
10,13,23,51134,114222,165356,0.004142,0.005675,0.009817
10,14,24,20965,2147274,2168239,0.001779,0.078109,0.079888
9,13,22,3757,1920,5677,0.000403,0.000157,0.000560
10,15,25,44310,327695,372005,0.002836,0.016193,0.019029
9,16,25,2196,3083206,3085402,0.000222,0.121848,0.122070
9,13,22,1256,515618,516874,0.000164,0.019962,0.020126
8,15,23,837,980319,981156,0.000115,0.040536,0.040651
8,13,21,784,3238,4022,0.000107,0.000255,0.000362
9,14,23,2336,334937,337273,0.000252,0.012493,0.012745
9,13,22,4589,146530,151119,0.000424,0.007160,0.007584
10,14,24,15543,647540,663083,0.001418,0.026395,0.027813
8,14,22,1505,129877,131382,0.000147,0.007629,0.007776
9,15,24,6383,352370,358753,0.000569,0.017589,0.018158
9,14,23,2743,1162224,1164967,0.000277,0.044938,0.045215
9,13,22,9545,307957,317502,0.000916,0.012930,0.013846
10,15,25,38490,1602589,1641079,0.003370,0.072759,0.076129
10,12,22,23259,16716,39975,0.001930,0.000799,0.002729
10,15,25,57456,240787,298243,0.004159,0.010823,0.014982
10,9,19,31093,1197,32290,0.002156,0.000082,0.002238
10,13,23,51795,27326,79121,0.003806,0.002104,0.005910
7,15,22,158,532692,532850,0.000009,0.023830,0.023839
10,13,23,131111,442948,574059,0.008437,0.016599,0.025036
10,13,23,36626,11631,48257,0.002550,0.000677,0.003227
10,12,22,18770,24585,43355,0.001336,0.001387,0.002723
10,13,23,84151,314741,398892,0.005491,0.012116,0.017607
10,15,25,33337,372002,405339,0.002283,0.017296,0.019579
10,13,23,16658,647917,664575,0.001334,0.024135,0.025469
10,15,25,11114,1076914,1088028,0.000851,0.040845,0.041696
9,14,23,6904,103633,110537,0.000603,0.004286,0.004889
10,13,23,14481,58415,72896,0.001090,0.002486,0.003576
9,14,23,4421,12938,17359,0.000356,0.000988,0.001344
9,12,21,11974,240913,252887,0.000917,0.008431,0.009348
8,15,23,273,4700880,4701153,0.000030,0.175542,0.175572
9,13,22,9602,56468,66070,0.000912,0.002466,0.003378
10,13,23,28577,32376,60953,0.002382,0.001543,0.003925
10,13,23,20783,149775,170558,0.001804,0.006380,0.008184
10,13,23,43523,131055,174578,0.003130,0.005545,0.008675
11,14,25,103078,117650,220728,0.007927,0.004995,0.012922
10,14,24,26884,331322,358206,0.001954,0.014377,0.016331
9,15,24,5949,1994774,2000723,0.000526,0.072366,0.072892
10,14,24,17446,387989,405435,0.001616,0.015372,0.016988
10,13,23,41884,81268,123152,0.003627,0.004391,0.008018
9,12,21,3567,25414,28981,0.000292,0.001364,0.001656
10,13,23,35181,26425,61606,0.003057,0.001505,0.004562
10,13,23,16232,160763,176995,0.001424,0.007415,0.008839
10,13,23,19400,32475,51875,0.001533,0.001813,0.003346
10,13,23,17612,101738,119350,0.001428,0.005329,0.006757
9,13,22,3801,132796,136597,0.000296,0.005087,0.005383
10,15,25,11407,3298481,3309888,0.000945,0.126983,0.127928
10,13,23,8895,5128,14023,0.000889,0.000373,0.001262
10,14,24,19060,418800,437860,0.001577,0.017811,0.019388
9,14,23,10408,915197,925605,0.000978,0.035216,0.036194
8,14,22,740,47599,48339,0.000080,0.002246,0.002326
10,12,22,40631,1340,41971,0.003426,0.000092,0.003518
9,15,24,4300,1430881,1435181,0.000368,0.058607,0.058975
10,12,22,35694,108436,144130,0.002810,0.004220,0.007030
10,13,23,85278,301,85579,0.006835,0.000029,0.006864
10,13,23,30806,28878,59684,0.002082,0.001523,0.003605
10,16,26,10637,8416853,8427490,0.000816,0.349378,0.350194
9,13,22,5251,10606,15857,0.000546,0.000670,0.001216
10,14,24,54052,1092077,1146129,0.004220,0.040670,0.044890
10,15,25,12037,2665163,2677200,0.001124,0.100952,0.102076
10,15,25,15551,713830,729381,0.001421,0.029384,0.030805
8,13,21,2614,382205,384819,0.000232,0.015236,0.015468
10,13,23,36468,95409,131877,0.003185,0.004837,0.008022
9,14,23,5646,1409526,1415172,0.000502,0.054285,0.054787
11,14,25,156858,864538,1021396,0.011596,0.033252,0.044848
10,15,25,39141,1310277,1349418,0.003188,0.058084,0.061272
10,14,24,134416,165794,300210,0.009510,0.007256,0.016766
10,15,25,15790,2214764,2230554,0.001150,0.080900,0.082050
10,12,22,12829,140527,153356,0.001182,0.005099,0.006281
9,12,21,3891,12354,16245,0.000350,0.000634,0.000984
10,14,24,43067,174657,217724,0.003287,0.008470,0.011757
9,13,22,8488,31395,39883,0.000716,0.001580,0.002296
11,14,25,121343,3851465,3972808,0.008036,0.128513,0.136549
10,15,25,38697,1494874,1533571,0.003125,0.056225,0.059350
10,13,23,14850,110559,125409,0.001417,0.004442,0.005859
9,16,25,7062,3610650,3617712,0.000636,0.159781,0.160417
10,13,23,22937,18198,41135,0.001917,0.001003,0.002920
9,13,22,18585,286360,304945,0.001450,0.012781,0.014231
10,15,25,44241,511522,555763,0.003575,0.023998,0.027573
9,11,20,10883,11307,22190,0.000927,0.000560,0.001487
10,15,25,61296,337645,398941,0.004624,0.015625,0.020249
8,13,21,3768,74098,77866,0.000362,0.002860,0.003222
9,15,24,2637,213582,216219,0.000253,0.009974,0.010227
9,15,24,14992,2379775,2394767,0.001198,0.092774,0.093972
10,12,22,13229,7242,20471,0.001201,0.000457,0.001658
9,16,25,1800,5383076,5384876,0.000196,0.199553,0.199749
9,14,23,2212,190310,192522,0.000196,0.006988,0.007184
8,15,23,496,2563669,2564165,0.000044,0.096703,0.096747
10,14,24,10144,420988,431132,0.000926,0.016249,0.017175
9,16,25,7188,7585647,7592835,0.000590,0.273643,0.274233
9,15,24,6123,433510,439633,0.000515,0.017732,0.018247
9,14,23,3364,599143,602507,0.000303,0.024421,0.024724
9,15,24,8745,1674082,1682827,0.000717,0.058203,0.058920
10,13,23,17975,23967,41942,0.001283,0.001163,0.002446
10,13,23,35758,46397,82155,0.002267,0.002016,0.004283
10,14,24,51175,4738818,4789993,0.003101,0.165579,0.168680
9,14,23,4705,245095,249800,0.000394,0.009250,0.009644
10,14,24,29344,209830,239174,0.002055,0.008577,0.010632
8,15,23,888,3341016,3341904,0.000088,0.119458,0.119546
10,14,24,77427,254859,332286,0.004916,0.008999,0.013915
9,13,22,7480,25795,33275,0.000555,0.001271,0.001826
10,15,25,53471,672636,726107,0.003676,0.025643,0.029319
10,14,24,14470,1177494,1191964,0.001027,0.038342,0.039369
10,15,25,63587,430106,493693,0.004030,0.016347,0.020377
9,12,21,10404,21684,32088,0.000808,0.000929,0.001737
9,12,21,4306,41241,45547,0.000327,0.001764,0.002091
10,16,26,77063,3845086,3922149,0.005027,0.158686,0.163713
9,11,20,9396,26421,35817,0.000719,0.000996,0.001715
8,15,23,796,1157460,1158256,0.000059,0.047714,0.047773
10,14,24,9916,269044,278960,0.000785,0.010652,0.011437
9,15,24,7886,4739466,4747352,0.000631,0.171018,0.171649
9,15,24,741,1080527,1081268,0.000076,0.044433,0.044509
9,15,24,8176,1113412,1121588,0.000654,0.040902,0.041556
8,14,22,1658,599254,600912,0.000165,0.021928,0.022093
8,13,21,1731,434967,436698,0.000154,0.015196,0.015350
10,15,25,16227,364854,381081,0.001297,0.012562,0.013859
8,13,21,3342,114765,118107,0.000251,0.004558,0.004809
9,13,22,10628,75706,86334,0.000780,0.002909,0.003689
10,15,25,35162,1871288,1906450,0.002550,0.065339,0.067889
9,13,22,6410,78411,84821,0.000536,0.002973,0.003509
10,14,24,45919,1414920,1460839,0.003219,0.048163,0.051382
10,16,26,5056,2875155,2880211,0.000402,0.103184,0.103586
8,13,21,392,62428,62820,0.000039,0.002648,0.002687
10,16,26,12003,3098826,3110829,0.000926,0.120699,0.121625
10,13,23,16254,695,16949,0.001241,0.000065,0.001306
9,16,25,10752,1745904,1756656,0.000748,0.077205,0.077953
9,13,22,2628,197483,200111,0.000226,0.008217,0.008443
10,15,25,8452,2663319,2671771,0.000744,0.113709,0.114453
9,15,24,1981,1297368,1299349,0.000181,0.054041,0.054222
10,12,22,23487,16758,40245,0.001726,0.000766,0.002492
10,14,24,31816,493535,525351,0.002426,0.024604,0.027030
10,14,24,15546,864630,880176,0.001298,0.033734,0.035032
9,15,24,16244,3463433,3479677,0.001180,0.125586,0.126766
10,15,25,9162,415483,424645,0.000725,0.014862,0.015587
9,14,23,7885,213738,221623,0.000623,0.008273,0.008896
9,14,23,3842,1311969,1315811,0.000318,0.043264,0.043582
8,14,22,1136,1904046,1905182,0.000107,0.071568,0.071675
9,15,24,5202,761543,766745,0.000449,0.030298,0.030747
9,12,21,8319,68096,76415,0.000693,0.002707,0.003400
9,14,23,2260,170438,172698,0.000193,0.007026,0.007219
10,14,24,7993,699660,707653,0.000662,0.026277,0.026939
10,14,24,7862,516781,524643,0.000663,0.020855,0.021518
9,15,24,1660,3007888,3009548,0.000157,0.107392,0.107549
9,14,23,29222,352836,382058,0.001938,0.012947,0.014885
9,14,23,7050,167783,174833,0.000539,0.006378,0.006917
10,13,23,12653,214262,226915,0.000946,0.007872,0.008818
9,14,23,3396,221348,224744,0.000242,0.008420,0.008662
10,13,23,24232,4738,28970,0.001808,0.000267,0.002075
8,15,23,689,251287,251976,0.000052,0.009503,0.009555
10,16,26,73608,1402345,1475953,0.004279,0.053148,0.057427
10,15,25,23365,1547221,1570586,0.001779,0.051006,0.052785
10,14,24,13045,248189,261234,0.001020,0.009917,0.010937
10,15,25,6856,2293550,2300406,0.000573,0.088228,0.088801
9,14,23,2390,4065203,4067593,0.000211,0.157262,0.157473
9,14,23,6678,1236153,1242831,0.000530,0.048611,0.049141
10,14,24,15626,620300,635926,0.001310,0.022678,0.023988
9,13,22,6098,216276,222374,0.000530,0.010772,0.011302
10,13,23,23228,14789,38017,0.001889,0.001168,0.003057
8,14,22,4321,169438,173759,0.000329,0.008839,0.009168
10,15,25,45605,5627540,5673145,0.003164,0.222154,0.225318
9,15,24,6864,151700,158564,0.000593,0.006247,0.006840
10,14,24,49831,53697,103528,0.003267,0.002933,0.006200
10,13,23,13345,13507,26852,0.000955,0.000713,0.001668
9,15,24,5591,2415061,2420652,0.000423,0.090083,0.090506
9,14,23,9137,1322872,1332009,0.000687,0.046335,0.047022
10,15,25,20889,332221,353110,0.001494,0.012827,0.014321
10,15,25,14133,2260245,2274378,0.001129,0.077527,0.078656
10,13,23,7977,239703,247680,0.000627,0.008848,0.009475
9,14,23,9824,195949,205773,0.000686,0.007200,0.007886
10,13,23,52408,87247,139655,0.003534,0.004014,0.007548
10,14,24,41909,1657120,1699029,0.002859,0.056246,0.059105
9,13,22,8663,25291,33954,0.000654,0.001123,0.001777
9,14,23,2518,567940,570458,0.000193,0.020914,0.021107
10,13,23,107126,239713,346839,0.006671,0.009909,0.016580
9,15,24,1000,271844,272844,0.000089,0.011435,0.011524
10,14,24,36396,2230143,2266539,0.002646,0.087155,0.089801
10,15,25,23777,601056,624833,0.001636,0.027236,0.028872
10,15,25,13601,1951094,1964695,0.001083,0.069993,0.071076
11,14,25,97419,227878,325297,0.006580,0.008876,0.015456
10,15,25,7132,257094,264226,0.000551,0.009513,0.010064
9,15,24,3090,514313,517403,0.000239,0.019649,0.019888
10,14,24,17680,170036,187716,0.001397,0.007248,0.008645
8,14,22,629,1063829,1064458,0.000065,0.039025,0.039090
10,14,24,9265,3618553,3627818,0.000759,0.142176,0.142935
8,14,22,1125,1263457,1264582,0.000095,0.042551,0.042646
10,13,23,23113,157948,181061,0.001735,0.006577,0.008312
10,13,23,11809,69396,81205,0.000960,0.003325,0.004285
