phase1_solution_length,phase2_solution_length,solution_length,phase1_move_count,phase2_move_count,move_count,phase1_solve_time,phase2_solve_time,solve_time
14,6,20,43455749,84,43455833,2.518898,0.000005,2.518903
13,6,19,167664759,80,167664839,9.599712,0.000005,9.599717
15,5,20,1273206050,70,1273206120,70.101440,0.000004,70.101448
14,6,20,1267227538,81,1267227619,71.719131,0.000005,71.719139
12,8,20,8134260,384,8134644,0.451591,0.000020,0.451611
12,8,20,3010489,107,3010596,0.175629,0.000005,0.175634
11,9,20,3488897,296,3489193,0.197322,0.000026,0.197348
12,8,20,23439996,544,23440540,1.312196,0.000036,1.312232
12,8,20,50982413,109,50982522,2.878352,0.000007,2.878359
14,6,20,1624569331,79,1624569410,92.131714,0.000004,92.131721
11,9,20,509391,868,510259,0.031643,0.000063,0.031706
13,7,20,54519969,97,54520066,3.102031,0.000006,3.102037
13,7,20,56472494,85,56472579,3.276632,0.000005,3.276637
10,10,20,257751,2920,260671,0.015180,0.000162,0.015342
12,8,20,30255056,257,30255313,1.657385,0.000014,1.657399
12,8,20,27072704,219,27072923,1.534828,0.000016,1.534844
12,8,20,4677476,106,4677582,0.261631,0.000006,0.261637
11,9,20,802296,138,802434,0.049553,0.000009,0.049562
10,10,20,144152,453,144605,0.008078,0.000039,0.008117
14,6,20,95991661,83,95991744,5.348372,0.000004,5.348376
13,7,20,384592958,114,384593072,22.280233,0.000008,22.280241
12,8,20,1903688,132,1903820,0.110646,0.000007,0.110653
11,9,20,522013,270,522283,0.032285,0.000020,0.032305
13,7,20,31265147,99,31265246,1.845701,0.000007,1.845708
10,10,20,89150,603,89753,0.005583,0.000028,0.005611
13,7,20,18423240,98,18423338,1.060027,0.000005,1.060032
11,9,20,2057380,1109,2058489,0.121498,0.000078,0.121576
14,6,20,660507751,108,660507859,38.811760,0.000005,38.811764
9,11,20,53820,15616,69436,0.003612,0.000571,0.004183
11,9,20,340697,643,341340,0.020791,0.000057,0.020848
10,10,20,82551,1385,83936,0.005198,0.000062,0.005260
12,8,20,11807414,109,11807523,0.667280,0.000006,0.667286
13,6,19,36088977,77,36089054,2.122080,0.000005,2.122085
12,8,20,5179432,111,5179543,0.294003,0.000007,0.294010
10,10,20,33029,1643,34672,0.002112,0.000067,0.002179
12,8,20,702704,109,702813,0.041790,0.000006,0.041796
12,8,20,28917192,115,28917307,1.687789,0.000008,1.687797
12,8,20,13413930,128,13414058,0.787106,0.000009,0.787115
12,8,20,2257585,126,2257711,0.117426,0.000006,0.117432
13,7,20,165508737,95,165508832,9.376974,0.000005,9.376979
14,6,20,833237624,81,833237705,47.993073,0.000005,47.993076
10,10,20,126147,192,126339,0.007673,0.000012,0.007685
14,6,20,577359084,87,577359171,265.682373,0.000004,265.682373
12,8,20,12474513,856,12475369,0.713289,0.000051,0.713340
10,10,20,95022,582,95604,0.005738,0.000039,0.005777
13,7,20,249043189,96,249043285,14.312142,0.000007,14.312149
14,5,19,176928473,65,176928538,10.048345,0.000003,10.048347
12,8,20,16814547,103,16814650,0.958662,0.000006,0.958668
13,7,20,191750953,93,191751046,11.184913,0.000007,11.184919
12,8,20,11960130,109,11960239,0.704655,0.000005,0.704660
14,5,19,2063045313,67,2063045380,348.839447,0.000004,348.839447
14,6,20,45783503,80,45783583,2.706633,0.000004,2.706637
10,9,19,46212,123,46335,0.003471,0.000006,0.003477
13,7,20,183513803,95,183513898,10.609268,0.000005,10.609273
11,8,19,4053610,174,4053784,0.231212,0.000014,0.231226
