phase1_solution_length,phase2_solution_length,solution_length,phase1_move_count,phase2_move_count,move_count,phase1_solve_time,phase2_solve_time,solve_time
11,9,20,3488897,296,3489193,0.187905,0.000028,0.187933
12,8,20,23439996,544,23440540,1.268087,0.000035,1.268122
12,8,20,50982413,109,50982522,2.798173,0.000007,2.798180
14,6,20,1624569331,79,1624569410,90.394318,0.000005,90.394325
11,9,20,509391,868,510259,0.029965,0.000066,0.030031
13,7,20,54519969,97,54520066,3.017137,0.000005,3.017142
13,7,20,56472494,85,56472579,3.183756,0.000005,3.183761
10,10,20,257751,2920,260671,0.014030,0.000165,0.014195
12,8,20,30255056,257,30255313,1.594195,0.000013,1.594208
12,8,20,27072704,219,27072923,1.478296,0.000016,1.478312
12,8,20,4677476,106,4677582,0.247922,0.000006,0.247928
11,9,20,802296,138,802434,0.046220,0.000009,0.046229
10,10,20,144152,453,144605,0.007750,0.000037,0.007787
14,6,20,95991661,83,95991744,5.190100,0.000004,5.190104
13,7,20,384592958,114,384593072,21.767847,0.000008,21.767855
12,8,20,1903688,132,1903820,0.104077,0.000007,0.104084
11,9,20,522013,270,522283,0.030532,0.000019,0.030551
13,7,20,31265147,99,31265246,1.785054,0.000007,1.785061
10,10,20,89150,603,89753,0.005203,0.000027,0.005230
13,7,20,18423240,98,18423338,1.012777,0.000005,1.012782
11,9,20,2057380,1109,2058489,0.112761,0.000080,0.112841
14,6,20,660507751,108,660507859,37.913265,0.000006,37.913273
9,11,20,53820,15616,69436,0.003609,0.000584,0.004193
11,9,20,340697,643,341340,0.019572,0.000058,0.019630
10,10,20,82551,1385,83936,0.004888,0.000060,0.004948
12,8,20,11807414,109,11807523,0.637984,0.000014,0.637998
13,6,19,36088977,77,36089054,2.042033,0.000005,2.042038
12,8,20,5179432,111,5179543,0.281135,0.000007,0.281142
10,10,20,33029,1643,34672,0.001963,0.000065,0.002028
12,8,20,702704,109,702813,0.039519,0.000006,0.039525
12,8,20,28917192,115,28917307,1.625403,0.000008,1.625411
12,8,20,13413930,128,13414058,0.764722,0.000008,0.764730
12,8,20,2257585,126,2257711,0.111056,0.000006,0.111062
13,7,20,165508737,95,165508832,9.130909,0.000005,9.130914
14,6,20,833237624,81,833237705,46.830692,0.000005,46.830696
10,10,20,126147,192,126339,0.007215,0.000011,0.007226
14,6,20,577359084,87,577359171,261.689148,0.000004,261.689148
12,8,20,12474513,856,12475369,0.778897,0.000051,0.778948
10,10,20,95022,582,95604,0.005338,0.000037,0.005375
13,7,20,249043189,96,249043285,14.081195,0.000007,14.081202
14,5,19,176928473,65,176928538,9.796950,0.000004,9.796954
12,8,20,16814547,103,16814650,0.922416,0.000007,0.922423
13,7,20,191750953,93,191751046,10.873700,0.000008,10.873708
12,8,20,11960130,109,11960239,0.675941,0.000006,0.675947
14,5,19,2063045313,67,2063045380,347.854309,0.000004,347.854309
14,6,20,45783503,80,45783583,2.604216,0.000003,2.604219
10,9,19,46212,123,46335,0.003453,0.000006,0.003459
13,7,20,183513803,95,183513898,10.473964,0.000006,10.473969
11,8,19,4053610,174,4053784,0.230169,0.000014,0.230183
